Reviews,Rating,Sentiment
The product is a little small than what is shown in the pic inseterted by Amazon. Also it's important to note that this headphone is so fit that there won't be any air passage when it's kept on our ears. Technically the product is good and fine.,4,1
Remove the boat tag and the product has no value.Normal soundUncomfortableYou need to be careful as built quality is weakIt just looks good on the neckNothing more ...Go for original guys,3,0
Nice product. Bought this product for my kid. The kid is satisfied and happy with headset. Value for money. Worth buying.,5,1
Nothing to dislike. All likes. Very nice looking Ear Headphone without appendage mike for speaking (appended there itself) so very comfortable while interacting with anyone online,5,1
Made of Very poor quality plastic. Just a week old and the heat set is broken into two halves. We can't even repair it. Simply waste of money to invest in this product. Highly not recommended.,1,0
Go for it. Best headphone at this price. great sound quality and battery life. definitely recommend🙌👍👍,5,1
"The microphone used to work during initial week but now, it doesn't work. Bluetooth connectivity is weak.The sound quality is alright. I wish I could return it but isn't possible now.",2,0
"Don't buy this ,, just 1month used ,now it is brokened at the joint of adjustable ....poor quality...gud to hear ,not recommended to the person age above 14 or 15..if ur audio expert or lover ,it is 💯 waste products ,,sounds are just like that only..so don't wate ur money 💸",3,0
 12 hours pahale headphone aaye or kharaab ho gyeMe use bhi nhi kr paya aache se 😕bekaar h ye headphone bakbaas,1,0
Main issue with this product is that it starts heating very fast and sometimes it gets disconnected from the device and nothing can be heard.I feel uncomfortable 😔 in using this since my ears get heated within 15 min of wearing this.,3,0
The product was really outstanding and more battery Life more than the given limit. Sound quality was really Clear and smooth .excellent running .Use the cable for gaming for not getting lag in the sound operation a wonderful product from Amazon,5,1
Dont buy thisNot have good sound output ! Iam trying on creative G7 usb sound card !Now not using,1,0
"Waste product waste of money,Not working in both ear suddenly stop sound in both ear.Working alternate left and right.Don't buy this product",1,0
"1. bass is so high that sound distort and hurts ear.2. ear pads are not soft enough. so that can't be used for long period.3. too tight on head. if wear specs while using headphone ,it will hurt ears.Note - don't buy because to low price",1,0
Amazing sound quality. Even with aux cable the sound is very clear.  Comes with noise cancellation when you are listening to something.,5,1
Not worth and average sound quality not like these products too disappointing with boat,1,0
"The sound quality is pretty fine. That's the only thing I found pretty fine. The use of buttons on the headphones is not really convenient, not smooth. Your ears start to feel the pressure only after some time of using it. The bluetooth connectivity is okay, overall this device hasn't satisfied me.",3,0
"It is suddenly getting disconnected, used only for 2 days. It is not even pairing where the device is near to laptop.I am really disappointed to get this type of product from BOAT.I am looking for a refund instead replacement.",1,0
"Just Wah.... Product is good, sound is good, battery back as described.Look cool",5,1
"Product is nice with a good battery back up. But the Aux cable that I received is faulty. Also, if you use the headphones for more than 2 hours, your ears will start to hurt",2,0
"Please don't waste your money on this garbage, please instead go and buy some Chinese knockoff headphones instead that'd be better. It's better to have no headphones then to have these headphones",1,0
The sound quality is decent. Bass is not too much but quite clear sound. Pairing is unreliable. It worked with phone tablet and smart tv but not with a windows laptop. Overall OK in this budget. Call quality is decent too.,3,0
